Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,City,Pickup Location,Drop Location,Fare (INR)
7/17/2025,13:52:06,3df7a075-4315-4964-bf91-896cd7304f96,Ongoing,0ad10f1e-ee6a-4c71-b810-2476c133186f,Prime Plus,Ahmedabad,Tripathi Circle,Sastry Circle,394.06
7/15/2025,5:51:27,9964da79-5c5e-4641-b9d7-11e5dd8a6125,Ongoing,fd9f3d6d-4d72-4f85-a19c-20e1bbea26a0,Prime Sedan,Lucknow,Raj Zila,Dara,1107.72
6/18/2025,8:47:28,77ec8432-650b-47fc-b91b-a4a7bda67bd7,Cancelled,f449b3e5-906b-4a90-89c0-d59795b3727f,eBike,Bangalore,Bhavsar Nagar,Ravel Zila,1224.18
6/30/2025,3:22:34,b98cf118-82a8-45d4-a304-287ebe5ac88c,Completed,cc801f5f-95ab-40db-9f15-43e44ba65d0d,Prime Sedan,Mumbai,Kant Circle,Apte Circle,1421.66
7/5/2025,14:10:07,0dd6a590-2080-4e9a-9744-80acb1b237cc,Cancelled,ef910514-b237-4118-bdf2-94a2f4d387d1,eBike,Kolkata,Chanda Zila,Gara Zila,1075.94
7/23/2025,23:06:22,fef4eadc-6a98-4618-89fb-6d898f01ae94,Completed,1bc268c5-080b-400d-99d2-3c021158a7c0,Auto,Bangalore,Swaminathan,Guha Zila,1209.88
7/21/2025,20:32:21,04abd860-034a-4344-aff4-3546b90f003f,Completed,92d9e6fd-0fe2-46fd-870d-85889adbc2f6,Prime SUV,Bangalore,Rana,Borra Nagar,255.16
7/14/2025,15:55:43,74470cbf-f494-47c1-b43b-f37d6133454f,Ongoing,3074ba4a-43b1-4b94-a71f-43aa72b63c73,Mini,Pune,Bassi Circle,Seth Ganj,784.54
6/13/2025,9:36:41,c2562614-638c-4aee-a101-cbee3b10c792,Cancelled,16dab59c-4c3b-424e-94aa-04e496075d27,Bike,Jaipur,Kuruvilla,Boase Zila,1157.2
6/27/2025,19:34:27,04ff0f72-cbfc-49b4-9f8b-f444b36a1724,Cancelled,ff91ea4c-ed66-4ef1-a5fa-9d07e8c4a7b3,eBike,Mumbai,Brahmbhatt Circle,Ghosh Marg,615.99
6/28/2025,22:28:51,df7a4bb8-6f7a-46e4-a7f4-ba997a8390d8,Cancelled,2e23f06a-5f59-4a83-a099-cce8300b7706,Prime Plus,Kolkata,Mann Ganj,Mani Marg,1411.51
6/27/2025,9:41:15,24d916a6-6415-42a8-9b51-7303a1c3894f,Cancelled,a0f677df-d33d-42c0-900c-54f846b73b50,Auto,Mumbai,Krishnan,Tiwari Nagar,200.35
7/26/2025,2:05:00,5c8f22fc-fe36-42a5-b32a-d1517d29066d,Completed,7e401c11-2a9b-4026-a09b-24342aefa551,Auto,Mumbai,Dugar Ganj,Setty Path,1224.86
6/29/2025,13:09:02,76ba367e-59d3-4cea-b37d-db4665284553,Ongoing,9e263471-b26d-4d08-a626-9aff5de36e4d,Auto,Delhi,Gour,Karpe Zila,1024.72
6/11/2025,0:18:27,2b94c6cf-3f58-463f-a732-ae943281783f,Ongoing,ee72d338-ff96-4328-8073-a14960bbc1fd,Prime Plus,Ahmedabad,Yogi Road,Divan Road,1437.53
7/11/2025,21:37:19,42e879d6-fb65-44fc-93ac-45b804cb829f,Cancelled,afd1374c-0b58-4d87-8e51-107652ee5cde,Bike,Hyderabad,Sarin Circle,Kamdar Circle,1205.31
6/26/2025,22:49:18,82be1052-c9f4-40df-82af-aaa7b4b36c5e,Ongoing,492b4578-7bf1-4009-a7b8-8d70a069964b,Auto,Pune,Dixit Zila,Kale Road,291.06
6/24/2025,3:43:41,06361b84-e8db-4c30-a3d1-7bf241751eeb,Ongoing,e5cd755e-43dc-40ec-8821-d4d66633deec,Bike,Ahmedabad,Dixit Chowk,Bumb,432.59
6/15/2025,16:32:42,fc3d4d41-bc74-43b0-b5ed-4a6d9ef9e2b7,Completed,a85d3846-2948-4413-bd4d-8fbee4e3a98e,Auto,Chennai,Devi Marg,Gole Zila,1003.63
7/16/2025,9:44:30,f9d3b1b2-dd17-4c7d-ba7b-9c2de1d49735,Completed,8836b956-c8ef-4951-9119-8e8bf3e52401,Prime Plus,Mumbai,Kalita Chowk,Ratti Zila,517.29
6/11/2025,0:36:41,9ce669c3-6cae-4b22-aad7-d25dc431b10a,Ongoing,d2173f69-ca86-42ea-ac27-462839a04b6e,Prime Plus,Jaipur,Lad Street,Hegde Road,280.65
7/17/2025,7:10:03,e12e9d8f-0b92-456c-8f82-f1d37f10f5aa,Cancelled,722922c2-071f-40de-a767-edaec039c449,Auto,Bangalore,Khalsa Marg,Vig,597.54
7/19/2025,21:01:01,edc1e716-0237-4d6c-a1d1-d94744e3a77f,Cancelled,ee1213c2-71a0-4532-be7d-2d080c38558b,Mini,Hyderabad,Sridhar Zila,Rastogi Zila,1388.75
7/23/2025,10:21:08,15ac9120-d2a1-4613-9682-49588bb8fc71,Completed,5f995bff-3d55-48e2-88ac-15d1060760d4,Auto,Bangalore,Yadav Ganj,Baral Nagar,899.09
6/14/2025,4:19:28,36ffe7dd-79f9-41f4-ba33-a8b880c22588,Ongoing,fe160a39-0c6d-4c7e-a268-499b3d011179,Prime SUV,Chennai,Dhillon Ganj,Divan Marg,1195.09
6/29/2025,19:17:39,f022ea5c-2fa3-41f5-8a2b-6570b07c630e,Ongoing,d54894a0-fd9b-4980-ac9c-ef0bc8936178,Bike,Jaipur,Taneja Path,Yohannan Zila,842.5
8/1/2025,17:41:38,94e5c11d-9a7e-4c71-a652-d199e4375bc1,Ongoing,84d29783-5b05-4b6b-a33d-45cbfe2200e8,Mini,Bangalore,Khurana Path,Mangat Circle,1218.74
7/17/2025,12:00:47,8761f4bb-203c-4b6b-9890-73b839ccda0a,Completed,b8d8bd5a-319f-4d93-b776-4a77059b2961,Mini,Lucknow,Chopra Street,Walla Zila,262.78
6/14/2025,23:01:48,b8d6a01c-495f-4ae5-aa93-e51570ae2b80,Completed,9425a21f-8ff5-4e50-89de-03de171c1816,Auto,Bangalore,Seth,Sule Road,533.06
7/2/2025,6:41:26,05398c19-8e06-4f9c-9bb7-d91dd4cbadd0,Ongoing,15f97703-c709-4033-99c0-2a88790aae8e,Auto,Lucknow,Sidhu Street,Sane Road,947.11
7/29/2025,12:04:26,3b040ecc-729f-463f-bf53-4200d244557d,Cancelled,cd34c8df-1b26-4b0d-b8a1-b761d56cae7f,Prime Sedan,Kolkata,Chandran Chowk,Krishnan Marg,493.89
6/14/2025,22:23:11,17a35bc5-9bac-4b77-88a6-a3ce6cc849ff,Cancelled,9344abd6-f355-42de-bdad-8ecbeb394abf,Mini,Pune,Dhingra Zila,Borra Street,1466.28
7/26/2025,12:03:57,74792965-f54a-440a-8670-f914c91f2989,Completed,1f76b768-c257-4842-b04b-027829d0a967,Mini,Chennai,Subramanian Path,Warrior Ganj,1150.23
7/31/2025,19:48:42,9700dd66-e4e0-43e4-9be0-3d726bc30552,Cancelled,2eeb641d-6041-4a59-a9ae-0315e6607753,Prime Plus,Mumbai,Ganesan Road,Gulati Path,704.68
7/22/2025,16:48:06,fa6c6e5e-a5c7-40a0-bc43-97458c6f463b,Cancelled,b78485ef-00a5-4ee3-b375-3063a885a603,Prime SUV,Mumbai,Jani Path,Kashyap Ganj,432.95
6/19/2025,18:10:46,1255a959-7793-4fad-badc-c74765da768c,Ongoing,5e2fb8ec-4904-4902-b139-65ccacedbed1,Prime Plus,Delhi,Kala Street,Golla Nagar,962.22
7/16/2025,11:30:01,abe81d65-e18a-4a44-84ff-0817f414fdef,Ongoing,e6213731-0cf1-4d77-983a-599e1f978a1a,Prime SUV,Jaipur,Loyal Ganj,Rout Marg,597.44
7/17/2025,18:15:24,4d88ab84-2fec-401a-bc1c-9bb497bea88c,Cancelled,14847fee-119b-4201-99e4-816ffb8772ee,Prime SUV,Lucknow,Ravel Marg,Dhar,589.84
7/23/2025,10:15:15,ed5ea59f-bca6-48bd-96b3-58c568f3f617,Completed,1f1dcfef-ee52-48d1-876b-3003e94b307e,Bike,Lucknow,Bora Street,Sama,361.42
7/29/2025,12:06:08,02819f97-4a25-4966-af21-bf14a3abc14b,Ongoing,340fb45d-71e7-4e30-92a4-79ade0af615d,Prime Sedan,Bangalore,Edwin,Das Road,593.44
6/13/2025,2:55:51,d4da97a1-a025-4c9f-b53f-0b2a2f15218c,Cancelled,722a1471-f0b7-41ea-8563-3c05a0115b2d,Prime SUV,Bangalore,Seth Ganj,Mallick Path,1237.51
7/8/2025,18:53:31,ea04f3f1-f5a7-4815-958c-ac537afd602d,Ongoing,cd46f324-dee2-4d9b-813b-98aad936e71e,Bike,Chennai,Wali Circle,Date Zila,456.24
7/6/2025,0:40:28,74af9076-4dc6-463b-a796-f790450c96f8,Ongoing,46b4adbb-ecce-4721-a6d0-dee509d4d941,eBike,Jaipur,Sehgal Nagar,Sood Circle,1390.57
7/8/2025,9:34:59,30ae1893-f4ac-4e2a-bb58-f7b1b5fd07c5,Cancelled,5416ef80-7456-41b9-bad3-d844fb31cbc0,Mini,Hyderabad,Konda,Yohannan Nagar,208.59
7/12/2025,18:09:34,eea2e34b-3274-417f-90d3-99b64cd8a442,Cancelled,6b72cf4d-7fb7-4a65-a02f-545f78c1990e,Prime SUV,Delhi,Varughese Circle,Swaminathan,191.46
6/28/2025,13:05:37,f74c294a-8572-4bfd-92cb-aeb9e49d34e1,Completed,0d6afe22-54d6-4a9a-89ea-20510eab9f20,eBike,Bangalore,Chakraborty Nagar,Talwar,1170.07
7/19/2025,6:21:20,eb9b5b32-dd38-4ea9-9163-d064317776a1,Cancelled,e452c863-486a-4e14-b585-5898954e03bc,Bike,Ahmedabad,Rajagopalan,Das Circle,821.87
8/4/2025,17:12:53,db2b9b8e-7ed6-432a-9209-1e58c7d10981,Ongoing,dfc63de5-ca2c-49c1-9e8a-7fb3e0b889b4,Auto,Delhi,Chadha Zila,Kale Ganj,1282.5
7/2/2025,15:29:33,af1a078d-6c3d-4f4b-8784-60b4ba15c8e6,Completed,21bc9b8f-c04b-424a-8f9d-ed1c3a03f308,Mini,Ahmedabad,Wali,Balay Nagar,1362.37
6/9/2025,16:05:25,91b2af82-5080-4ef1-baed-d074ecb86b84,Cancelled,2881e83a-2fc0-409e-90f7-50ff0d7004a2,Prime Plus,Lucknow,Chaudhuri Chowk,Kunda Ganj,546.78
7/20/2025,18:09:27,7d04c55c-9aec-4a27-8005-6e8583d1b4f1,Ongoing,f9c49881-5018-4f1e-88c2-ed8282b7c9db,eBike,Pune,Hegde Ganj,Wadhwa Zila,360.05
6/30/2025,9:41:36,7c0b69a9-f2a6-4223-bdd0-be346cdf6aa0,Completed,1df93db8-1920-4417-8bdd-4bad6ee2aa49,Auto,Mumbai,Bansal Chowk,Arora Zila,1385.98
6/18/2025,8:40:05,77a97359-0af6-4b59-b936-164a72fc2ef3,Completed,0df7059a-2570-4e62-8a59-bb8c402f0cdd,Prime Plus,Jaipur,Yohannan Ganj,Hayer Zila,321.99
7/10/2025,21:28:40,9bae4bdb-4ad8-4ae3-bdf1-fc0bec5fbd56,Completed,2495352a-f2b6-4ad2-9f14-32f2ac5b29b3,Prime Plus,Delhi,Raj Street,Baral Road,1451.24
7/12/2025,11:11:29,ce13dfd4-3610-40fe-827e-c20d28327d27,Ongoing,e03cfcbc-ea16-4d99-af40-e46a3295d2a9,Prime SUV,Mumbai,Mannan Road,Trivedi Street,1046.37
7/4/2025,2:38:39,6fac1ad9-dc42-42da-9dc5-0e709dc1ba4d,Ongoing,98524c12-3edb-4780-b9fd-27222225c961,eBike,Pune,Lad Zila,Sheth Chowk,259.36
7/14/2025,2:08:52,94b5db6e-6693-4603-9542-f7fafc5582e7,Completed,9bccc2c2-b7c3-43c0-9092-cf12a98230a8,eBike,Lucknow,Sunder Marg,Gade Road,348.81
6/18/2025,22:31:14,04160c8c-cfea-46b0-b2fc-ac7af12f00c2,Ongoing,45770fa0-429b-4a6f-9736-f3909ce8908e,Prime Plus,Mumbai,Sandal Circle,Ray Marg,1247.02
7/28/2025,18:36:29,a4072f5e-1be8-436a-926c-a0425661aa93,Completed,6577dca6-5ebd-4710-897a-b49acfa72fe6,Prime Plus,Delhi,Kala Street,Gupta Road,983.03
6/16/2025,11:29:23,06aee061-85b6-4cfc-a688-02cea4a24503,Completed,bf6b9fa9-a951-4eb0-92d3-5710441f1152,Bike,Delhi,Dhaliwal Marg,Ahluwalia Road,195.39
6/9/2025,1:13:21,e0a44adc-a49c-4705-b6db-ed4cbf170e29,Ongoing,899184c6-9c72-4232-8f44-27c4de7be8b8,eBike,Kolkata,Bhagat Nagar,Sundaram Circle,910.01
7/6/2025,18:03:23,ee33acd9-c92c-4837-be50-2806882ea0e7,Ongoing,766f0995-80b8-4590-894b-fe6a4e1edec4,eBike,Pune,Shah Path,Jain Marg,694.61
7/6/2025,15:23:57,4fad35c1-92a0-4a4e-94f7-83b436a4bb2d,Completed,b833e167-d81f-495f-903b-e0c8acc7e547,Bike,Mumbai,Koshy Marg,Bal Nagar,1429.27
6/21/2025,17:00:37,f45aa399-9025-4ae5-887a-a33d14620bcc,Ongoing,fabbe662-b301-4efe-acb6-6186c5aad6a9,Prime Plus,Kolkata,Char Road,Taneja Ganj,671.82
8/3/2025,18:51:12,f2971920-100a-4f69-8377-24173746f67f,Cancelled,5326949e-e916-4ad4-81c0-732277b3fa1b,Mini,Bangalore,Gopal Marg,Lalla Street,486.32
7/25/2025,0:12:29,7121722a-e4bc-4a2e-b065-70b549043e6f,Completed,079a9e80-3691-418b-83c8-e7183d17a4cd,Mini,Jaipur,Loyal Nagar,Wagle Circle,194.59
7/7/2025,1:07:04,e522e4cb-bc63-47c5-832e-9df5bb4d98d6,Completed,4f40f20c-abcc-4b00-9f7d-05d44d231277,Prime Sedan,Delhi,Tak Ganj,Karpe Nagar,1178.96
6/8/2025,21:56:41,43e09272-1882-4773-bc59-9b3138c8492a,Ongoing,fd90c322-1a3b-45b7-9d73-495e0bf2a653,Prime Sedan,Delhi,Balay Zila,Anand Chowk,455.21
6/9/2025,20:16:20,08570aea-41df-4508-b543-7625f4a93f03,Ongoing,77dbf528-9814-4bff-8214-f1ba7a262d73,eBike,Pune,Bhalla Circle,Singh Nagar,770.15
6/7/2025,23:52:43,09ffc484-80ac-498a-8403-9ec44053c9ea,Ongoing,72df7ce7-ac16-4c17-b7f7-9d5497732fb6,Auto,Bangalore,Wadhwa Marg,Gaba Circle,166.39
6/30/2025,10:03:03,49c7bf73-f3fe-453f-821a-fc16b72160db,Cancelled,bf3f0166-5edc-46fe-a59f-65bb7d639e3f,Bike,Ahmedabad,Aggarwal Nagar,Ratti Path,603.9
8/3/2025,19:14:51,95d8dfa4-c8fc-4058-b3a4-24454efd730e,Ongoing,b50201c3-5923-4ba3-8346-3d3377d35cba,Mini,Delhi,Bhatti Ganj,Grover Path,245.14
6/19/2025,10:24:56,2e90fb39-a895-473b-8cb4-a4e58120624d,Completed,ff187a52-8c4d-4e90-9e46-0e7beb383a01,Prime Sedan,Mumbai,Verma Path,Bera Nagar,90.46
7/2/2025,9:44:30,5fa3e494-c484-4183-bd79-71d5f380a1cb,Ongoing,496828de-a490-48d0-aeae-5caebb902329,eBike,Pune,D’Alia Street,Dass Zila,158.03
7/29/2025,0:38:24,7be0bf37-f3fc-4378-8120-4bafb475b144,Ongoing,97376f3e-bc8f-482f-aa3f-ac06cf67e163,Prime Sedan,Hyderabad,Mann Ganj,Mane Road,1009.72
7/27/2025,13:12:45,db1b052b-240e-490a-a8c0-a4ef84ef6a43,Completed,98b905f8-3257-447c-877f-ae91d2157f36,Mini,Jaipur,Shetty Chowk,Dyal Nagar,403.55
7/6/2025,20:58:06,4c4f5ca6-d442-43eb-898b-525e4ed8e831,Completed,28cb487f-f079-4b7a-ac87-c3d1ee6fc201,Mini,Mumbai,Wagle Circle,Sane Zila,402.25
7/12/2025,18:19:54,b217e0bf-e0f1-424e-8bf5-9e225b3a6e41,Cancelled,49de528e-8e67-48ac-80de-af7ede9388f0,eBike,Kolkata,Chopra Zila,Chopra Nagar,437.1
7/20/2025,2:28:28,d29ff479-ae63-4b30-9dc0-1861920772ef,Ongoing,a6a14386-4544-4377-a7b8-3dd36fb0134d,Prime SUV,Bangalore,Gandhi,Gole Road,136.51
8/1/2025,22:12:48,566c4230-ffdc-442a-af18-cc2189ff1ef0,Cancelled,dd9626db-9ab5-4111-820e-f85d70a33dc6,Auto,Hyderabad,Ramaswamy Marg,Bumb Marg,191.3
7/9/2025,22:22:18,fab153bb-5107-4c20-b0ca-2c692b275f90,Completed,fdb42c73-f53d-4bdc-98d7-aec4314aae0e,Mini,Mumbai,Sura Street,Bala Path,317.65
7/30/2025,6:31:09,7a0fdbcc-33dd-48c8-91c3-9bd0345d1f54,Completed,faca99a7-1f20-47ca-b9a3-932d985d330e,Mini,Mumbai,Doshi Road,Varghese Circle,295.03
6/17/2025,5:25:00,88b8839b-dae1-4e82-9585-ca6adadc1ed1,Completed,6269df19-41f6-43d7-a1fc-f51b73d510be,Prime SUV,Jaipur,Banerjee,Bahri Nagar,350.24
7/12/2025,12:25:01,20c8aa8a-fe51-4864-8fda-6373b11216f1,Completed,dd9df6ef-6603-44d0-ba30-195d671aeebc,Mini,Delhi,Roy Path,Ramaswamy Circle,614.29
7/29/2025,3:29:30,4aba65d6-0649-43ff-8004-867b7da3030c,Completed,aa71094d-3d12-430a-be71-202391042796,Prime Plus,Ahmedabad,Chandra Chowk,Zacharia Circle,333.61
7/29/2025,8:42:22,43e88c08-466f-4921-8c98-3070ec5bb0ea,Cancelled,72ee3cd2-e3c1-4738-954e-eaabbb320524,Auto,Kolkata,Ghose Path,Karan Ganj,786.83
6/12/2025,13:10:54,f55e0739-8a5e-4314-877a-628e52a57dd0,Ongoing,8fd3db21-4947-4146-94e5-31239e4acbeb,Prime Sedan,Pune,Saini Nagar,Sangha Road,1323.75
7/27/2025,7:42:04,25f8e227-f86e-49f8-abb4-ce2ff7b2b219,Completed,fc6987e8-8317-46d2-99ad-e774b31a7d38,Mini,Mumbai,Dhar Street,Borde Zila,622.59
7/4/2025,10:14:13,1f19edde-31c1-4895-81e3-bfd974ea899c,Ongoing,8f867a74-868c-4190-9f12-622535b25d4b,Auto,Mumbai,Shanker Circle,Bajwa Zila,472.07
7/17/2025,21:50:07,a60737bc-c3b8-4fb2-bad0-9063ebf171d5,Completed,5456afdd-a93c-49b7-932d-4cf0ba0d2bb4,Bike,Jaipur,Baria Chowk,Varghese Circle,1366.51
6/16/2025,0:04:04,eee3b0a1-4a84-4605-9611-4af7163e3cb7,Cancelled,f05912e9-ddce-45e7-b8c1-7d90eb70ce63,Mini,Chennai,Rau Ganj,Saran Road,117
6/18/2025,18:13:46,759a01b2-b9b4-4f85-825c-cf90181ff784,Cancelled,f2bc608f-2cfa-48f8-9a74-8fc1ed0dafaa,Auto,Delhi,Sarkar Nagar,Agate Zila,880.86
7/28/2025,21:09:14,2afe07a5-0471-4de5-9203-6305f4e84593,Cancelled,a5281975-1ede-4c7c-b0b6-0fe803a1ea96,Bike,Lucknow,Rao Road,Kashyap Marg,1487.51
6/25/2025,4:23:40,fe8443e1-53bd-46a1-ba44-7a51699c93a2,Cancelled,bd9ef202-5406-4f15-8aa8-82449a1288d8,Prime Sedan,Kolkata,Sani,Basak Path,1009.03
6/7/2025,8:15:42,dd103d59-703b-414a-9160-7702bba1e996,Ongoing,8a598004-08b1-4036-b1c7-d2eac2ea6b90,Auto,Chennai,Bhavsar Path,Rana Path,750.59
6/27/2025,1:11:19,83c40f6c-4112-4684-b034-dab3af9cc2cf,Cancelled,09eeeb3b-ec05-4e44-be87-610bd1d2c4e6,eBike,Lucknow,Bhattacharyya,Vohra Marg,207.19
7/11/2025,20:24:53,79d3e1ad-c095-4d8f-8219-8f54e180cd78,Cancelled,e3445326-0318-4b04-8321-917117dc3929,eBike,Pune,Gupta Road,Shroff Street,838.02
6/28/2025,4:59:08,4211a587-8cf6-4ccf-b909-c0089bb25148,Cancelled,e276799d-1f4e-47b7-ab6d-300335b42eba,eBike,Chennai,Hayre Path,Rege Road,1174.45
7/1/2025,14:25:59,88dcbd32-c190-4a1b-a3b2-19be5bcaf012,Completed,348505d2-d36f-485a-b3c9-7881c5f99f5e,Bike,Hyderabad,Sinha Chowk,Som Street,596.96
6/27/2025,18:04:18,f607f57d-c034-48a7-a239-a783d2ab0a2c,Cancelled,458b0d50-ac8b-4933-a227-a85422807a63,Mini,Bangalore,Zacharia Circle,Bahri Circle,1123.67
7/30/2025,0:00:58,f892b6b1-c777-4d60-8a0b-695402d5c529,Ongoing,9520d7ba-d85f-48d1-8597-4abb1674c344,Auto,Kolkata,Shankar Marg,Mammen Chowk,591.11
6/10/2025,15:20:57,9fc72eca-21a7-4502-8388-11f0f2cb2af9,Completed,a0d71a63-a39f-4bdd-924f-cd70c438a32b,Prime Sedan,Lucknow,Dhawan Path,Ahuja Marg,750.62
7/21/2025,8:31:03,0c048589-31dd-448a-b8a3-1ef53d764d24,Ongoing,3ffe24eb-8360-44ff-8fce-1b00bdde34b2,Prime Plus,Jaipur,Behl Nagar,Bir Circle,998.6
7/21/2025,22:28:02,d3140501-f9c8-4a6f-a7cd-41e7d49818ab,Completed,49924163-f9e4-4e9c-8aa9-debcc95c59b6,Mini,Ahmedabad,Dugal Nagar,Vasa Zila,1049.11
7/2/2025,6:48:41,1b2fe9b4-8dab-4433-a979-8f58450d142a,Ongoing,2c36e6e0-a8c9-4eba-b6f9-acc33da5b60c,eBike,Kolkata,Kurian Road,Madan Road,145.24
7/3/2025,13:06:50,cee3b1df-81a0-4c8b-9d49-ef8992a960c1,Ongoing,e8808ba3-c085-47e7-b9c3-4fd88283027b,Mini,Lucknow,Tandon Circle,Khalsa Path,653.25
7/19/2025,14:57:41,8f707078-c1cb-4144-9bc2-59f1d5e4b8f1,Ongoing,0d6ae78b-5c24-4746-96f0-aa791e590df7,Prime Sedan,Kolkata,Saraf Chowk,Keer Nagar,1439.77
7/8/2025,13:40:22,ed09e8b1-1887-427d-ab2a-d70df651c0fb,Completed,2639834c-8e9d-4765-8a79-a2d651c6d1e3,Auto,Hyderabad,Mangal Marg,Sharma Ganj,773.53
6/8/2025,20:41:31,ebaebed6-64fb-4c00-86fa-db4db8288287,Ongoing,8995809b-6580-42c2-8d2e-54ae927c63de,Prime Plus,Ahmedabad,Jaggi,Tak Road,110.61
7/24/2025,13:39:44,49d37f28-8f7b-4089-86d5-a6bae9ef7231,Ongoing,babd0b41-15e1-4995-90f1-060a4e375b1d,Prime Sedan,Pune,Trivedi Road,Bhatti Circle,841.12
6/13/2025,4:44:17,e6912b8c-77aa-43e0-bd7e-4e91723d6fb7,Completed,ca547025-760d-4d76-bdb9-35bf7d27dced,Bike,Bangalore,Amble Path,Sanghvi Path,1276.06
6/27/2025,14:54:25,f582f3ae-9745-415f-a122-4eceace2d349,Ongoing,ee26ea47-c373-45a0-943e-53ff46147890,Prime SUV,Kolkata,Sarkar Marg,Dewan Street,622.39
7/7/2025,5:46:35,1cb7f215-aa02-4a5c-a0b4-510f984489ca,Completed,631e3ccc-8779-42ec-b58a-d41d320888d9,Prime SUV,Chennai,Savant,Kashyap Path,121.52
7/25/2025,20:30:39,f5492204-36da-445c-8ca7-1705e02de2e5,Cancelled,097a7cb1-18f4-4bfa-821d-7a5f6059d9a1,Bike,Chennai,Khalsa Road,Ahluwalia Nagar,484.72
7/25/2025,15:31:03,2860e7d7-8154-456a-8ed5-5d296e820edb,Ongoing,d76390cd-feff-4458-a0ad-d162c5d2ce8d,Prime Plus,Jaipur,Mandal Path,Barad Zila,776.46
7/14/2025,17:59:59,d24e2fe7-cf8e-4f5f-b204-af8a92afb2c6,Completed,d41e77c1-761d-4f0f-9f95-9f7db50fbc88,Prime Sedan,Delhi,Thaker,Ray Circle,1230.19
7/2/2025,16:41:15,ad150db2-3cef-4544-bd80-e0cde401888d,Cancelled,6ec56974-a3f6-4c31-8223-71117aba26d9,eBike,Ahmedabad,Sankar Street,Chandra Ganj,372.44
8/1/2025,15:06:45,c58f50cf-5614-4a27-8cff-470714805e63,Ongoing,dc2f5a6c-76db-4353-92f7-90e1b82ad074,Bike,Delhi,Sheth Chowk,Sami Road,377.97
6/9/2025,10:09:20,e3654109-c07b-46c6-ae9e-87720b90b70d,Cancelled,4c3750c2-a498-43ee-aa26-24957cd000ae,Mini,Kolkata,Date Chowk,Keer Road,1249.31
6/19/2025,11:39:08,30464ee0-8eab-4893-8433-d82cc30e5cdf,Ongoing,8766666f-cc97-44c4-a5dd-f4687855634f,Bike,Lucknow,Sani Chowk,Banerjee Road,284.66
6/29/2025,6:13:38,5908f501-af54-4bfb-95bd-1325d15909d2,Completed,c19e5f13-0793-45b3-8e8d-1030bd2c8b84,Auto,Bangalore,Sami Street,Sundaram Circle,1275.18
8/4/2025,21:30:03,f67f128f-492b-49ad-8933-06b2c6cfaa5f,Cancelled,d6237107-7ddc-4635-ac6a-ccbaf4c3ccef,Prime Plus,Jaipur,Reddy Marg,Garg Chowk,998.79
7/29/2025,3:55:34,65d1d7c7-a20b-4ff4-aa21-d7c34bf4fac2,Cancelled,75d0ded6-0fc8-4ba2-8086-a650f5dd0da5,eBike,Hyderabad,Anne Marg,D’Alia Chowk,1203.98
7/16/2025,6:54:12,fa08579c-d0a4-49ce-82f4-81ff0bf99030,Cancelled,ef846a79-0892-4803-9da2-d1ba83e382b9,Prime Plus,Chennai,Subramaniam Marg,Dey Path,422.22
7/26/2025,21:31:14,0c8a359e-57c5-4f13-80ba-ef7aecd555c9,Cancelled,34a3cba1-ad39-4281-adcb-d1cdfcee92ca,Prime Sedan,Lucknow,Bala Ganj,Rege Road,672.63
7/22/2025,7:11:40,cda1b2c1-9eae-4408-b719-ac2bbbe08e78,Ongoing,23fd346b-89d0-4741-9914-db3e31d4e871,eBike,Delhi,Basak Circle,Shan Circle,482.84
7/25/2025,6:27:32,bfdc7b62-c2fd-40e2-bc6a-1a3aa7562327,Completed,a481e81d-0c91-476c-b957-bf50d8bb46f1,eBike,Hyderabad,Dugar Marg,Deshpande Road,903.79
6/28/2025,11:05:09,007b3000-cd7d-44da-ad16-037d30c04824,Cancelled,5de0bb57-0fc3-40a0-b366-03425453f3aa,Bike,Delhi,Saini Chowk,Dayal Street,170.81
7/23/2025,19:10:59,aa86becb-d91e-48fd-b570-73d3cff9682f,Completed,bfe9dc59-cbf0-4636-8d19-1e166bbfe662,Prime Sedan,Mumbai,Dhar Chowk,Gola Ganj,103.66
6/16/2025,1:57:58,532d0751-0dcf-4b68-8f4a-895d49fa8e95,Ongoing,b39ab2be-cd44-475e-bbbd-0f925a892209,Mini,Chennai,Mannan Road,Bhatt Circle,1090.99
7/9/2025,14:31:05,5eca6a0e-8b53-4e8b-b639-a10b41210dcb,Completed,85852e1c-6e25-40b6-a1db-24146af4d5be,eBike,Pune,Ramakrishnan Zila,Krish Zila,1042.8
6/17/2025,12:43:51,efe73e70-5919-44dd-8545-ed10ba5f933d,Completed,af6484ad-0df4-463c-aa24-db4d78c37b60,Prime SUV,Mumbai,Sankar Path,Grover Chowk,384.5
7/26/2025,15:28:58,3e515eea-870b-49db-91c0-a9b732401acd,Ongoing,c5457759-aabd-427c-a2dc-3a4c5ceda4bd,Prime SUV,Bangalore,Singh Zila,Vohra Road,1038.51
6/27/2025,22:02:36,ef753a19-ba07-438c-a633-52994c67bf81,Cancelled,7d07708f-519a-48b4-a141-4e0bd0e6a570,Prime Plus,Pune,Vala Zila,Roy Path,611.01
6/28/2025,10:09:59,124448b7-b9c1-437a-ad8c-a8934bd7b643,Ongoing,e37bf124-0d49-4572-b12d-40cfc9d1f785,Prime Sedan,Lucknow,Kalita Circle,Singhal Path,1372
